CO_IBGE7,MUNICIPIO,ANO,PIB,POPULACAO_ESTIMADA,PIB_PERCAPTA,empresas_geral,empresas_hospedagem,empresas_saude,empresas_transporte,empresas_alimenticio,empresas_vestuario
2500106,Água Branca - PB,2002,14239000,8414.0,1692.298550035655,16.0,0.0,0.0,0.0,0.0,0.0
2500106,Água Branca - PB,2003,18100000,8431.0,2146.8390463764676,17.0,0.0,0.0,0.0,0.0,0.0
2500106,Água Branca - PB,2004,17961000,8466.0,2121.545003543586,19.0,0.0,0.0,0.0,0.0,0.0
2500106,Água Branca - PB,2005,19615000,8486.0,2311.4541597925995,19.0,0.0,0.0,0.0,0.0,0.0
2500106,Água Branca - PB,2006,24770000,8506.0,2912.0620738302373,21.0,0.0,0.0,0.0,0.0,0.0
2500106,Água Branca - PB,2007,27245000,,,24.0,0.0,0.0,0.0,0.0,0.0
2500106,Água Branca - PB,2008,31976000,9477.0,3374.0635222116703,27.0,0.0,0.0,0.0,0.0,0.0
2500106,Água Branca - PB,2009,36588000,9581.0,3818.808057614028,28.0,0.0,0.0,0.0,0.0,0.0
2500106,Água Branca - PB,2010,40110000,,,39.0,0.0,0.0,0.0,1.0,0.0
2500106,Água Branca - PB,2011,44489000,9532.0,4667.331095258078,52.0,0.0,1.0,0.0,1.0,0.0
2500106,Água Branca - PB,2012,49023000,9611.0,5100.7179273748825,56.0,0.0,1.0,1.0,1.0,0.0
2500106,Água Branca - PB,2013,54926000,9893.0,5552.006469220661,67.0,0.0,1.0,1.0,2.0,0.0
2500106,Água Branca - PB,2014,64603000,9990.0,6466.7667667667665,76.0,0.0,1.0,1.0,3.0,0.0
2500106,Água Branca - PB,2015,70799000,10083.0,7021.620549439651,89.0,0.0,2.0,2.0,3.0,0.0
2500106,Água Branca - PB,2016,75099000,10172.0,7382.913881242627,97.0,0.0,2.0,3.0,3.0,0.0
2500106,Água Branca - PB,2017,77222000,10258.0,7527.978163384675,125.0,0.0,2.0,4.0,3.0,0.0
2500106,Água Branca - PB,2018,79901000,10161.0,7863.497687235508,143.0,0.0,2.0,7.0,4.0,0.0
2500106,Água Branca - PB,2019,82544000,10234.0,8065.663474692203,162.0,0.0,2.0,7.0,4.0,0.0
2500106,Água Branca - PB,2020,86556000,10306.0,8398.602755676306,184.0,0.0,2.0,11.0,5.0,0.0
2500106,Água Branca - PB,2021,92036000,10375.0,8870.939759036144,217.0,0.0,3.0,12.0,11.0,1.0
2500205,Aguiar - PB,2002,10942000,5297.0,2065.697564659241,16.0,0.0,0.0,0.0,2.0,0.0
2500205,Aguiar - PB,2003,12754000,5139.0,2481.8057987935395,16.0,0.0,0.0,0.0,2.0,0.0
2500205,Aguiar - PB,2004,13193000,4806.0,2745.110278818144,,,,,,
2500205,Aguiar - PB,2005,15175000,4622.0,3283.210731285158,19.0,0.0,0.0,0.0,2.0,0.0
2500205,Aguiar - PB,2006,17367000,4440.0,3911.4864864864867,20.0,0.0,0.0,0.0,2.0,0.0
2500205,Aguiar - PB,2007,18897000,,,24.0,0.0,0.0,0.0,3.0,0.0
2500205,Aguiar - PB,2008,22190000,5789.0,3833.131801692866,30.0,0.0,0.0,0.0,3.0,0.0
2500205,Aguiar - PB,2009,24192000,5799.0,4171.753750646663,34.0,0.0,0.0,0.0,3.0,0.0
2500205,Aguiar - PB,2010,25768000,,,36.0,0.0,0.0,0.0,4.0,0.0
2500205,Aguiar - PB,2011,28877000,5522.0,5229.445852951829,37.0,0.0,0.0,0.0,4.0,0.0
2500205,Aguiar - PB,2012,31362000,5514.0,5687.7040261153425,49.0,0.0,0.0,0.0,5.0,0.0
2500205,Aguiar - PB,2013,35153000,5586.0,6293.054063730756,52.0,0.0,0.0,0.0,5.0,0.0
2500205,Aguiar - PB,2014,37811000,5580.0,6776.1648745519715,60.0,0.0,0.0,0.0,5.0,0.0
2500205,Aguiar - PB,2015,39795000,5573.0,7140.678270231473,71.0,0.0,1.0,0.0,5.0,0.0
2500205,Aguiar - PB,2016,44336000,5567.0,7964.074007544458,85.0,0.0,1.0,0.0,5.0,0.0
2500205,Aguiar - PB,2017,47394000,5562.0,8521.0355987055,100.0,0.0,2.0,0.0,8.0,0.0
2500205,Aguiar - PB,2018,46221000,5571.0,8296.715131933226,118.0,0.0,2.0,0.0,11.0,0.0
2500205,Aguiar - PB,2019,50141000,5640.0,8890.248226950354,126.0,0.0,2.0,0.0,12.0,0.0
2500205,Aguiar - PB,2020,55808000,5630.0,9912.611012433392,134.0,0.0,2.0,0.0,12.0,0.0
2500205,Aguiar - PB,2021,60096000,5622.0,10689.434364994664,149.0,0.0,2.0,0.0,14.0,0.0
2500304,Alagoa Grande - PB,2002,52967000,28967.0,1828.5290157765733,64.0,0.0,0.0,0.0,5.0,0.0
2500304,Alagoa Grande - PB,2003,65834000,28874.0,2280.0443305395856,69.0,0.0,0.0,0.0,5.0,0.0
2500304,Alagoa Grande - PB,2004,68992000,28677.0,2405.8304564633677,72.0,0.0,0.0,0.0,6.0,0.0
2500304,Alagoa Grande - PB,2005,73430000,28568.0,2570.3584430131614,76.0,0.0,0.0,0.0,6.0,0.0
2500304,Alagoa Grande - PB,2006,83935000,28460.0,2949.2269852424456,81.0,0.0,0.0,0.0,6.0,0.0
2500304,Alagoa Grande - PB,2007,95983000,,,87.0,0.0,0.0,0.0,7.0,0.0
2500304,Alagoa Grande - PB,2008,117880000,28246.0,4173.334277419812,98.0,0.0,1.0,0.0,8.0,0.0
2500304,Alagoa Grande - PB,2009,122112000,28126.0,4341.605631799758,110.0,0.0,1.0,0.0,8.0,0.0
2500304,Alagoa Grande - PB,2010,139060000,,,140.0,0.0,2.0,2.0,13.0,0.0
2500304,Alagoa Grande - PB,2011,164281000,28427.0,5779.048088085271,170.0,0.0,2.0,2.0,17.0,1.0
2500304,Alagoa Grande - PB,2012,172724000,28375.0,6087.1894273127755,206.0,0.0,2.0,3.0,21.0,1.0
2500304,Alagoa Grande - PB,2013,195412000,28733.0,6800.960567988028,267.0,0.0,2.0,29.0,24.0,1.0
2500304,Alagoa Grande - PB,2014,211284000,28689.0,7364.634528913521,306.0,0.0,2.0,34.0,28.0,1.0
2500304,Alagoa Grande - PB,2015,225941000,28646.0,7887.349019060252,341.0,0.0,3.0,43.0,29.0,2.0
2500304,Alagoa Grande - PB,2016,239625000,28604.0,8377.324849671375,377.0,1.0,4.0,44.0,33.0,2.0
2500304,Alagoa Grande - PB,2017,266622000,28565.0,9333.870120777176,434.0,1.0,5.0,57.0,35.0,3.0
2500304,Alagoa Grande - PB,2018,256890000,28623.0,8974.950214862174,493.0,1.0,8.0,63.0,40.0,3.0
2500304,Alagoa Grande - PB,2019,276069000,28496.0,9687.991297024144,569.0,1.0,11.0,71.0,43.0,4.0
2500304,Alagoa Grande - PB,2020,281480000,28439.0,9897.67572699462,659.0,2.0,11.0,77.0,56.0,5.0
2500304,Alagoa Grande - PB,2021,300116000,28384.0,10573.421645997745,758.0,3.0,12.0,84.0,68.0,5.0
2500403,Alagoa Nova - PB,2002,57007000,18737.0,3042.482788066393,36.0,0.0,1.0,0.0,7.0,0.0
2500403,Alagoa Nova - PB,2003,83072000,18813.0,4415.670015414873,41.0,0.0,1.0,0.0,8.0,0.0
2500403,Alagoa Nova - PB,2004,73324000,18971.0,3865.0571925570607,42.0,0.0,1.0,0.0,8.0,0.0
2500403,Alagoa Nova - PB,2005,95171000,19059.0,4993.493887402277,43.0,0.0,1.0,0.0,9.0,0.0
2500403,Alagoa Nova - PB,2006,114743000,19146.0,5993.053379295937,45.0,0.0,1.0,0.0,9.0,0.0
2500403,Alagoa Nova - PB,2007,110526000,,,49.0,0.0,1.0,0.0,9.0,0.0
2500403,Alagoa Nova - PB,2008,127179000,19700.0,6455.786802030457,62.0,0.0,1.0,0.0,9.0,0.0
2500403,Alagoa Nova - PB,2009,148792000,19799.0,7515.127026617506,66.0,0.0,1.0,0.0,9.0,0.0
2500403,Alagoa Nova - PB,2010,139938000,,,84.0,0.0,1.0,0.0,11.0,0.0
2500403,Alagoa Nova - PB,2011,177696000,19766.0,8989.98279874532,105.0,0.0,1.0,0.0,12.0,1.0
2500403,Alagoa Nova - PB,2012,167736000,19849.0,8450.602045443095,131.0,0.0,1.0,0.0,14.0,1.0
2500403,Alagoa Nova - PB,2013,237754000,20294.0,11715.482408593673,169.0,0.0,1.0,5.0,14.0,3.0
2500403,Alagoa Nova - PB,2014,223175000,20399.0,10940.487278788176,219.0,0.0,1.0,8.0,22.0,3.0
2500403,Alagoa Nova - PB,2015,257150000,20500.0,12543.90243902439,253.0,0.0,1.0,8.0,24.0,3.0
2500403,Alagoa Nova - PB,2016,250824000,20596.0,12178.287046028356,296.0,0.0,1.0,9.0,30.0,4.0
2500403,Alagoa Nova - PB,2017,225945000,20689.0,10921.020832326358,344.0,0.0,1.0,11.0,36.0,7.0
2500403,Alagoa Nova - PB,2018,287713000,20589.0,13974.112390111224,391.0,0.0,2.0,13.0,42.0,8.0
2500403,Alagoa Nova - PB,2019,325790000,20849.0,15626.169120821143,441.0,0.0,3.0,14.0,53.0,9.0
2500403,Alagoa Nova - PB,2020,331770000,20921.0,15858.228574159935,517.0,0.0,8.0,16.0,62.0,9.0
2500403,Alagoa Nova - PB,2021,335056000,20992.0,15961.128048780487,587.0,0.0,8.0,19.0,73.0,9.0
2500502,Alagoinha - PB,2002,21048000,11992.0,1755.1701134089392,26.0,0.0,0.0,1.0,1.0,1.0
2500502,Alagoinha - PB,2003,25354000,12067.0,2101.1021794978037,28.0,0.0,0.0,2.0,1.0,1.0
2500502,Alagoinha - PB,2004,28110000,12822.0,2192.3256902199346,33.0,0.0,0.0,3.0,1.0,1.0
2500502,Alagoinha - PB,2005,31503000,12895.0,2443.0399379604496,34.0,0.0,0.0,3.0,2.0,1.0
2500502,Alagoinha - PB,2006,35953000,12967.0,2772.6536592889643,39.0,0.0,0.0,3.0,2.0,1.0
2500502,Alagoinha - PB,2007,38478000,,,49.0,0.0,0.0,3.0,2.0,1.0
2500502,Alagoinha - PB,2008,36191000,13389.0,2703.039808798267,57.0,0.0,0.0,4.0,3.0,1.0
2500502,Alagoinha - PB,2009,49422000,13470.0,3669.042316258352,64.0,0.0,0.0,4.0,3.0,1.0
2500502,Alagoinha - PB,2010,56027000,,,74.0,0.0,0.0,4.0,4.0,1.0
2500502,Alagoinha - PB,2011,63842000,13660.0,4673.645680819912,98.0,0.0,0.0,5.0,7.0,1.0
2500502,Alagoinha - PB,2012,72202000,13740.0,5254.876273653566,111.0,0.0,0.0,5.0,9.0,1.0
2500502,Alagoinha - PB,2013,71854000,14088.0,5100.369108461102,127.0,0.0,1.0,7.0,10.0,1.0
2500502,Alagoinha - PB,2014,83955000,14188.0,5917.324499577107,149.0,0.0,1.0,8.0,11.0,2.0
2500502,Alagoinha - PB,2015,91454000,14284.0,6402.548305796696,169.0,0.0,1.0,9.0,12.0,2.0
2500502,Alagoinha - PB,2016,99535000,14376.0,6923.692264885921,192.0,0.0,1.0,11.0,14.0,3.0
2500502,Alagoinha - PB,2017,108721000,14464.0,7516.662057522124,217.0,0.0,2.0,14.0,19.0,4.0
2500502,Alagoinha - PB,2018,109852000,14367.0,7646.133500382822,259.0,1.0,2.0,27.0,22.0,4.0
2500502,Alagoinha - PB,2019,114818000,14489.0,7924.494444061012,308.0,1.0,3.0,43.0,26.0,4.0
2500502,Alagoinha - PB,2020,122810000,14560.0,8434.752747252747,357.0,1.0,4.0,46.0,30.0,5.0
2500502,Alagoinha - PB,2021,138510000,14629.0,9468.179643174517,418.0,1.0,4.0,54.0,38.0,5.0
2500536,Alcantil - PB,2002,10138000,5105.0,1985.896180215475,,,,,,
2500536,Alcantil - PB,2003,12849000,5174.0,2483.3784306146117,8.0,0.0,0.0,0.0,0.0,0.0
2500536,Alcantil - PB,2004,13061000,5317.0,2456.460410005642,8.0,0.0,0.0,0.0,0.0,0.0
2500536,Alcantil - PB,2005,15946000,5397.0,2954.604409857328,8.0,0.0,0.0,0.0,0.0,0.0
2500536,Alcantil - PB,2006,17326000,5475.0,3164.566210045662,8.0,0.0,0.0,0.0,0.0,0.0
2500536,Alcantil - PB,2007,17937000,,,9.0,0.0,0.0,0.0,0.0,0.0
2500536,Alcantil - PB,2008,20693000,5211.0,3971.0228363078104,10.0,0.0,0.0,0.0,0.0,0.0
2500536,Alcantil - PB,2009,22955000,5232.0,4387.423547400612,12.0,0.0,0.0,0.0,0.0,0.0
2500536,Alcantil - PB,2010,24458000,,,15.0,0.0,0.0,0.0,0.0,0.0
2500536,Alcantil - PB,2011,26069000,5261.0,4955.141608059304,19.0,0.0,0.0,0.0,0.0,2.0
2500536,Alcantil - PB,2012,27542000,5282.0,5214.312760318061,22.0,0.0,0.0,0.0,0.0,4.0
2500536,Alcantil - PB,2013,31086000,5398.0,5758.799555390886,26.0,0.0,1.0,0.0,0.0,4.0
2500536,Alcantil - PB,2014,35400000,5425.0,6525.345622119816,29.0,0.0,1.0,0.0,0.0,5.0
2500536,Alcantil - PB,2015,37136000,5451.0,6812.694918363603,38.0,0.0,1.0,0.0,0.0,6.0
2500536,Alcantil - PB,2016,38939000,5475.0,7112.146118721461,46.0,0.0,1.0,0.0,1.0,7.0
2500536,Alcantil - PB,2017,42305000,5499.0,7693.216948536097,58.0,0.0,1.0,0.0,3.0,7.0
2500536,Alcantil - PB,2018,42363000,5473.0,7740.3617759912295,76.0,0.0,1.0,2.0,5.0,7.0
2500536,Alcantil - PB,2019,43762000,5492.0,7968.317552804078,91.0,0.0,1.0,2.0,8.0,9.0
2500536,Alcantil - PB,2020,47931000,5509.0,8700.490107097477,110.0,0.0,1.0,2.0,9.0,14.0
2500536,Alcantil - PB,2021,55097000,5527.0,9968.699113443097,138.0,0.0,1.0,2.0,11.0,18.0
2500577,Algodão de Jandaíra - PB,2002,5142000,2259.0,2276.2284196547143,,,,,,
2500577,Algodão de Jandaíra - PB,2003,6444000,2282.0,2823.8387379491674,4.0,0.0,0.0,0.0,0.0,0.0
2500577,Algodão de Jandaíra - PB,2004,7063000,2331.0,3030.03003003003,4.0,0.0,0.0,0.0,0.0,0.0
2500577,Algodão de Jandaíra - PB,2005,7992000,2358.0,3389.312977099237,5.0,0.0,0.0,0.0,1.0,0.0
2500577,Algodão de Jandaíra - PB,2006,8900000,2385.0,3731.656184486373,,,,,,
2500577,Algodão de Jandaíra - PB,2007,10596000,,,,,,,,
2500577,Algodão de Jandaíra - PB,2008,12936000,2407.0,5374.324885749897,5.0,0.0,0.0,0.0,1.0,0.0
2500577,Algodão de Jandaíra - PB,2009,12510000,2425.0,5158.762886597938,5.0,0.0,0.0,0.0,1.0,0.0
2500577,Algodão de Jandaíra - PB,2010,13798000,,,5.0,0.0,0.0,0.0,1.0,0.0
2500577,Algodão de Jandaíra - PB,2011,16571000,2379.0,6965.531736023539,6.0,0.0,0.0,0.0,1.0,0.0
2500577,Algodão de Jandaíra - PB,2012,17422000,2390.0,7289.539748953975,9.0,0.0,0.0,0.0,1.0,0.0
2500577,Algodão de Jandaíra - PB,2013,18500000,2446.0,7563.368765331153,10.0,0.0,0.0,0.0,1.0,0.0
2500577,Algodão de Jandaíra - PB,2014,21068000,2461.0,8560.747663551401,12.0,0.0,0.0,0.0,2.0,0.0
2500577,Algodão de Jandaíra - PB,2015,22968000,2475.0,9280.0,21.0,0.0,0.0,0.0,2.0,0.0
2500577,Algodão de Jandaíra - PB,2016,23138000,2488.0,9299.83922829582,27.0,0.0,1.0,0.0,2.0,0.0
2500577,Algodão de Jandaíra - PB,2017,25919000,2501.0,10363.454618152738,31.0,0.0,1.0,1.0,3.0,0.0
2500577,Algodão de Jandaíra - PB,2018,25659000,2488.0,10313.102893890675,37.0,0.0,1.0,2.0,3.0,0.0
2500577,Algodão de Jandaíra - PB,2019,26862000,2567.0,10464.355278535255,46.0,0.0,1.0,2.0,4.0,0.0
2500577,Algodão de Jandaíra - PB,2020,26072000,2577.0,10117.190531625922,57.0,0.0,1.0,6.0,4.0,0.0
2500577,Algodão de Jandaíra - PB,2021,28629000,2588.0,11062.210200927357,75.0,0.0,1.0,8.0,6.0,0.0
2500601,Alhandra - PB,2002,110154000,16470.0,6688.16029143898,56.0,1.0,1.0,3.0,3.0,1.0
2500601,Alhandra - PB,2003,120507000,16729.0,7203.4789885827,60.0,1.0,1.0,3.0,3.0,1.0
2500601,Alhandra - PB,2004,115558000,17271.0,6690.869086908691,61.0,1.0,1.0,3.0,3.0,1.0
2500601,Alhandra - PB,2005,147039000,17570.0,8368.753557199772,65.0,1.0,1.0,3.0,4.0,2.0
2500601,Alhandra - PB,2006,160890000,17868.0,9004.365345869712,77.0,1.0,1.0,4.0,5.0,2.0
2500601,Alhandra - PB,2007,181198000,,,82.0,1.0,1.0,4.0,5.0,2.0
2500601,Alhandra - PB,2008,186020000,18674.0,9961.443718539145,94.0,1.0,1.0,4.0,5.0,2.0
2500601,Alhandra - PB,2009,231757000,18941.0,12235.732009925558,103.0,1.0,1.0,5.0,6.0,2.0
2500601,Alhandra - PB,2010,238949000,,,140.0,1.0,1.0,5.0,8.0,2.0
2500601,Alhandra - PB,2011,263689000,18168.0,14513.925583443417,206.0,1.0,1.0,6.0,8.0,2.0
2500601,Alhandra - PB,2012,376270000,18324.0,20534.271993014627,272.0,1.0,2.0,8.0,11.0,2.0
2500601,Alhandra - PB,2013,599945000,18868.0,31796.957812168752,318.0,1.0,3.0,8.0,12.0,3.0
2500601,Alhandra - PB,2014,714745000,19057.0,37505.640971821376,352.0,1.0,3.0,8.0,13.0,3.0
2500601,Alhandra - PB,2015,769657000,19238.0,40007.12132238279,383.0,1.0,3.0,10.0,16.0,4.0
2500601,Alhandra - PB,2016,862870000,19412.0,44450.339995878836,411.0,1.0,5.0,11.0,17.0,5.0
2500601,Alhandra - PB,2017,1110449000,19579.0,56716.32871954645,479.0,1.0,7.0,24.0,21.0,5.0
2500601,Alhandra - PB,2018,1704814000,19391.0,87917.79691609509,520.0,1.0,7.0,27.0,24.0,7.0
2500601,Alhandra - PB,2019,1887486000,19588.0,96359.30161323259,601.0,1.0,7.0,39.0,31.0,8.0
2500601,Alhandra - PB,2020,2216316000,19727.0,112349.36888528413,669.0,1.0,7.0,46.0,39.0,9.0
2500601,Alhandra - PB,2021,3399775000,19865.0,171143.9718097156,792.0,1.0,7.0,53.0,48.0,14.0
2500700,São João do Rio do Peixe - PB,2002,38927000,17711.0,2197.8996104116086,71.0,0.0,3.0,3.0,3.0,0.0
2500700,São João do Rio do Peixe - PB,2003,38629000,17735.0,2178.122356921342,77.0,0.0,3.0,3.0,3.0,0.0
2500700,São João do Rio do Peixe - PB,2004,44772000,17784.0,2517.5438596491226,81.0,0.0,3.0,3.0,3.0,0.0
2500700,São João do Rio do Peixe - PB,2005,53442000,17811.0,3000.5053057099544,85.0,0.0,3.0,3.0,3.0,0.0
2500700,São João do Rio do Peixe - PB,2006,55259000,17838.0,3097.824868258773,89.0,0.0,3.0,3.0,3.0,0.0
2500700,São João do Rio do Peixe - PB,2007,57437000,,,103.0,1.0,3.0,3.0,3.0,0.0
2500700,São João do Rio do Peixe - PB,2008,71345000,18276.0,3903.7535565769317,114.0,2.0,3.0,3.0,3.0,0.0
2500700,São João do Rio do Peixe - PB,2009,86950000,18323.0,4745.401953828522,123.0,2.0,3.0,3.0,3.0,0.0
2500700,São João do Rio do Peixe - PB,2010,93959000,,,150.0,2.0,4.0,3.0,3.0,0.0
2500700,São João do Rio do Peixe - PB,2011,104095000,18199.0,5719.819770317051,173.0,2.0,4.0,3.0,4.0,1.0
2500700,São João do Rio do Peixe - PB,2012,112870000,17646.0,6396.350447693529,194.0,2.0,5.0,6.0,5.0,1.0
2500700,São João do Rio do Peixe - PB,2013,127291000,17917.0,7104.481777083217,218.0,2.0,6.0,8.0,8.0,1.0
2500700,São João do Rio do Peixe - PB,2014,139262000,17923.0,7770.016180326954,231.0,2.0,6.0,10.0,9.0,1.0
2500700,São João do Rio do Peixe - PB,2015,153960000,17929.0,8587.205086730994,255.0,3.0,6.0,12.0,10.0,1.0
2500700,São João do Rio do Peixe - PB,2016,168174000,17934.0,9377.383740381398,282.0,3.0,6.0,14.0,14.0,1.0
2500700,São João do Rio do Peixe - PB,2017,171752000,17940.0,9573.690078037904,315.0,3.0,8.0,14.0,18.0,1.0
2500700,São João do Rio do Peixe - PB,2018,185444000,17941.0,10336.324619586423,338.0,3.0,8.0,16.0,18.0,2.0
2500700,São João do Rio do Peixe - PB,2019,190655000,18034.0,10571.975158034824,366.0,3.0,8.0,18.0,22.0,2.0
2500700,São João do Rio do Peixe - PB,2020,210505000,18026.0,11677.854210584712,409.0,3.0,9.0,21.0,23.0,2.0
2500700,São João do Rio do Peixe - PB,2021,225531000,18020.0,12515.593784683684,466.0,3.0,11.0,25.0,26.0,2.0
2500734,Amparo - PB,2002,4714000,1941.0,2428.6450283359095,6.0,0.0,0.0,0.0,1.0,0.0
2500734,Amparo - PB,2003,5349000,1966.0,2720.7527975584944,6.0,0.0,0.0,0.0,1.0,0.0
2500734,Amparo - PB,2004,5635000,2019.0,2790.98563645369,6.0,0.0,0.0,0.0,1.0,0.0
2500734,Amparo - PB,2005,7492000,2049.0,3656.417764763299,6.0,0.0,0.0,0.0,1.0,0.0
2500734,Amparo - PB,2006,8475000,2078.0,4078.4408084696825,7.0,0.0,0.0,0.0,1.0,0.0
2500734,Amparo - PB,2007,8966000,,,8.0,0.0,0.0,0.0,1.0,0.0
2500734,Amparo - PB,2008,9947000,2062.0,4823.957322987391,8.0,0.0,0.0,0.0,1.0,0.0
2500734,Amparo - PB,2009,9968000,2078.0,4796.920115495669,9.0,0.0,0.0,0.0,1.0,0.0
2500734,Amparo - PB,2010,10662000,,,12.0,0.0,0.0,0.0,1.0,0.0
2500734,Amparo - PB,2011,12119000,2104.0,5759.980988593156,14.0,0.0,0.0,0.0,1.0,0.0
2500734,Amparo - PB,2012,13686000,2119.0,6458.706937234545,16.0,0.0,0.0,0.0,1.0,0.0
2500734,Amparo - PB,2013,16150000,2176.0,7421.875,17.0,0.0,0.0,0.0,1.0,0.0
2500734,Amparo - PB,2014,17052000,2195.0,7768.564920273348,19.0,0.0,0.0,1.0,1.0,0.0
2500734,Amparo - PB,2015,20452000,2212.0,9245.931283905968,19.0,0.0,0.0,1.0,1.0,0.0
2500734,Amparo - PB,2016,21776000,2229.0,9769.403319874384,22.0,0.0,1.0,1.0,1.0,0.0
2500734,Amparo - PB,2017,24393000,2246.0,10860.641139804096,27.0,0.0,1.0,1.0,2.0,0.0
2500734,Amparo - PB,2018,25508000,2227.0,11453.973955994612,30.0,0.0,1.0,1.0,2.0,0.0
2500734,Amparo - PB,2019,26162000,2238.0,11689.901697944593,32.0,0.0,1.0,1.0,2.0,0.0
2500734,Amparo - PB,2020,27750000,2251.0,12327.854286983564,33.0,0.0,1.0,1.0,3.0,0.0
2500734,Amparo - PB,2021,29433000,2264.0,13000.441696113074,36.0,0.0,1.0,1.0,3.0,0.0
2500775,Aparecida - PB,2002,12102000,6062.0,1996.3708347080171,17.0,0.0,0.0,0.0,1.0,1.0
2500775,Aparecida - PB,2003,14347000,6898.0,2079.8782255726296,19.0,0.0,0.0,0.0,1.0,1.0
2500775,Aparecida - PB,2004,16771000,7067.0,2373.1427762841377,20.0,0.0,0.0,0.0,1.0,1.0
2500775,Aparecida - PB,2005,19475000,7160.0,2719.972067039106,27.0,0.0,0.0,0.0,3.0,1.0
2500775,Aparecida - PB,2006,22768000,7254.0,3138.682106424042,29.0,0.0,0.0,0.0,3.0,1.0
2500775,Aparecida - PB,2007,23543000,,,30.0,0.0,0.0,0.0,3.0,1.0
2500775,Aparecida - PB,2008,28696000,7523.0,3814.4357304266914,32.0,0.0,0.0,0.0,3.0,1.0
2500775,Aparecida - PB,2009,33042000,7607.0,4343.630866307349,34.0,0.0,0.0,0.0,3.0,1.0
2500775,Aparecida - PB,2010,35073000,,,40.0,0.0,0.0,1.0,3.0,1.0
2500775,Aparecida - PB,2011,40973000,7756.0,5282.748839608045,48.0,0.0,0.0,1.0,5.0,1.0
2500775,Aparecida - PB,2012,48920000,7832.0,6246.169560776302,60.0,0.0,1.0,1.0,8.0,1.0
2500775,Aparecida - PB,2013,53873000,8081.0,6666.625417646331,76.0,0.0,1.0,1.0,10.0,1.0
2500775,Aparecida - PB,2014,64005000,8174.0,7830.315634940054,91.0,1.0,2.0,1.0,13.0,2.0
2500775,Aparecida - PB,2015,70396000,8263.0,8519.423938037033,105.0,1.0,2.0,2.0,14.0,3.0
2500775,Aparecida - PB,2016,72511000,8348.0,8686.032582654529,113.0,1.0,2.0,3.0,14.0,3.0
2500775,Aparecida - PB,2017,72219000,8430.0,8566.903914590748,131.0,1.0,3.0,3.0,15.0,3.0
2500775,Aparecida - PB,2018,77956000,8337.0,9350.60573347727,145.0,1.0,3.0,4.0,19.0,3.0
2500775,Aparecida - PB,2019,85300000,8347.0,10219.240445669102,163.0,2.0,4.0,5.0,20.0,3.0
2500775,Aparecida - PB,2020,89771000,8416.0,10666.70627376426,178.0,2.0,4.0,6.0,23.0,3.0
2500775,Aparecida - PB,2021,105226000,8482.0,12405.800518745578,217.0,2.0,4.0,7.0,30.0,3.0
2500809,Araçagi - PB,2002,33419000,18037.0,1852.8025724898819,14.0,0.0,0.0,0.0,2.0,0.0
2500809,Araçagi - PB,2003,39048000,18011.0,2168.008439287102,17.0,0.0,0.0,0.0,2.0,0.0
2500809,Araçagi - PB,2004,44285000,17954.0,2466.58126322825,20.0,0.0,0.0,1.0,2.0,0.0
2500809,Araçagi - PB,2005,53694000,17923.0,2995.8154326842605,22.0,0.0,0.0,1.0,2.0,0.0
2500809,Araçagi - PB,2006,57741000,17892.0,3227.19651240778,27.0,0.0,0.0,1.0,2.0,0.0
2500809,Araçagi - PB,2007,59502000,,,28.0,0.0,0.0,1.0,2.0,0.0
2500809,Araçagi - PB,2008,67748000,17877.0,3789.6738826425017,34.0,0.0,0.0,1.0,3.0,0.0
2500809,Araçagi - PB,2009,74945000,17839.0,4201.188407421941,39.0,0.0,0.0,2.0,3.0,0.0
2500809,Araçagi - PB,2010,82993000,,,47.0,0.0,0.0,3.0,4.0,0.0
2500809,Araçagi - PB,2011,92097000,17158.0,5367.58363445623,80.0,0.0,0.0,3.0,10.0,0.0
2500809,Araçagi - PB,2012,102483000,17093.0,5995.612238928216,93.0,0.0,0.0,4.0,12.0,0.0
2500809,Araçagi - PB,2013,116303000,17252.0,6741.421284488755,111.0,0.0,0.0,5.0,15.0,0.0
2500809,Araçagi - PB,2014,125860000,17186.0,7323.402769696265,126.0,0.0,0.0,6.0,15.0,0.0
2500809,Araçagi - PB,2015,137108000,17122.0,8007.709379745357,144.0,0.0,0.0,6.0,15.0,0.0
2500809,Araçagi - PB,2016,141696000,17061.0,8305.257605064182,165.0,0.0,1.0,8.0,15.0,0.0
2500809,Araçagi - PB,2017,167593000,17003.0,9856.672351937894,192.0,0.0,3.0,11.0,17.0,1.0
2500809,Araçagi - PB,2018,155362000,17079.0,9096.66842320979,226.0,0.0,6.0,20.0,17.0,2.0
2500809,Araçagi - PB,2019,162870000,16987.0,9587.920174250898,256.0,0.0,6.0,24.0,17.0,4.0
2500809,Araçagi - PB,2020,170228000,16921.0,10060.16192896401,295.0,0.0,6.0,28.0,20.0,4.0
2500809,Araçagi - PB,2021,185877000,16857.0,11026.69514148425,387.0,0.0,6.0,44.0,28.0,4.0
2500908,Arara - PB,2002,19339000,11925.0,1621.7190775681343,20.0,0.0,0.0,0.0,0.0,0.0
2500908,Arara - PB,2003,23796000,12108.0,1965.3121902874134,22.0,0.0,0.0,0.0,0.0,0.0
2500908,Arara - PB,2004,27252000,12375.0,2202.181818181818,24.0,0.0,0.0,0.0,1.0,0.0
